sequenceID,min.log.lambda,max.log.lambda
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr4:75452279-190000000,9.463841171,11.70047331
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr5:100000-17500000,10.25103766,13.87906239
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr1:17175658-29878082,10.93315967,14.02157825
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr10:18024675-38818835,9.943309266,12.5579915
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr2:16329724-21153113,9.816762218,12.91407302
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr3:60000-66170270,10.30142217,11.77930902
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr4:52660117-59739333,10.22262272,Inf
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr4:75452279-190000000,9.431793302,10.7127286
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr5:100000-17500000,10.66750644,13.11560322
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:13607162-16800000,13.3039658,Inf
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:149509645-205922707,9.10447812,11.00215891
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:30028082-91800000,10.26728343,12.17428364
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr3:60000-66170270,8.496736916,8.676634915
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr3:93504854-194041961,11.95398443,Inf
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:13607162-16800000,13.25114761,Inf
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:149509645-205922707,8.888865402,10.86325267
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:30028082-91800000,9.94438016,12.2080687
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr3:60000-66170270,7.564806916,8.303561358
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr3:93504854-194041961,11.65135415,Inf
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:13607162-16800000,8.307396388,12.76120858
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:149509645-205922707,8.77562047,10.79457468
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:30028082-91800000,8.863359855,11.81444681
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr3:60000-66170270,7.211614613,8.206873571
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr3:93504854-194041961,7.64066209,9.686216634
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr1:13607162-16800000,8.972187492,Inf
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr1:149509645-205922707,10.41730348,Inf
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr1:30028082-91800000,14.39241866,Inf
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr3:60000-66170270,7.346628859,7.83226941
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr3:93504854-194041961,13.48515121,Inf
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr1:13607162-16800000,9.517590804,Inf
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr1:149509645-205922707,9.770379247,9.981657803
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr1:30028082-91800000,9.311503032,Inf
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr3:60000-66170270,9.374519717,9.824620179
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr3:93504854-194041961,9.039274429,Inf
H3K27ac_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr1:13607162-16800000,8.774463467,10.58573547
H3K27ac_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr1:149509645-205922707,8.710580564,11.2088238
H3K27ac_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr1:30028082-91800000,9.353132719,10.84757252
H3K27ac_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr3:60000-66170270,8.602193068,10.97220886
H3K27ac_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr3:93504854-194041961,8.281499343,12.66397631
H3K27ac_TDH_some/samples/brain/CEMT0023.gDNA/problems/chr1:13607162-16800000,7.94300221,10.68223905
H3K27ac_TDH_some/samples/brain/CEMT0023.gDNA/problems/chr1:149509645-205922707,8.744848396,10.52000727
H3K27ac_TDH_some/samples/brain/CEMT0023.gDNA/problems/chr1:30028082-91800000,9.406000339,11.01368771
H3K27ac_TDH_some/samples/brain/CEMT0023.gDNA/problems/chr3:60000-66170270,8.84289191,9.382691647
H3K27ac_TDH_some/samples/brain/CEMT0023.gDNA/problems/chr3:93504854-194041961,9.15369637,12.58401567
H3K27ac_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr1:13607162-16800000,14.06098431,Inf
H3K27ac_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr1:149509645-205922707,9.46533669,10.92360348
H3K27ac_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr1:30028082-91800000,14.02512001,Inf
H3K27ac_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr3:60000-66170270,9.099796325,9.943235722
H3K27ac_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr3:93504854-194041961,9.93334049,12.9979585
H3K27ac_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr1:13607162-16800000,8.430056486,9.622951836
H3K27ac_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr1:149509645-205922707,9.526501491,11.13463901
H3K27ac_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr1:30028082-91800000,10.76941769,13.14433373
H3K27ac_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr3:60000-66170270,9.246023834,11.00506233
H3K27ac_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr3:93504854-194041961,9.414370941,13.2259239
H3K27ac_TDH_some/samples/ips/MS032901/problems/chr1:13607162-16800000,8.369298014,10.10262694
H3K27ac_TDH_some/samples/ips/MS032901/problems/chr1:149509645-205922707,7.834262081,9.922617661
H3K27ac_TDH_some/samples/ips/MS032901/problems/chr1:30028082-91800000,8.321455468,10.60099058
H3K27ac_TDH_some/samples/ips/MS032901/problems/chr3:60000-66170270,8.184147363,9.039648455
H3K27ac_TDH_some/samples/ips/MS032901/problems/chr3:93504854-194041961,8.919636055,10.56269366
H3K27ac_TDH_some/samples/ips/MS033001/problems/chr1:13607162-16800000,7.786713592,8.95992574
H3K27ac_TDH_some/samples/ips/MS033001/problems/chr1:149509645-205922707,7.221897,8.937293963
H3K27ac_TDH_some/samples/ips/MS033001/problems/chr1:30028082-91800000,9.693867517,9.905795421
H3K27ac_TDH_some/samples/ips/MS033001/problems/chr3:60000-66170270,7.579233207,7.935344258
H3K27ac_TDH_some/samples/ips/MS033001/problems/chr3:93504854-194041961,9.709225694,9.891059281
H3K27ac_TDH_some/samples/ips/MS033101/problems/chr1:13607162-16800000,7.557981531,7.638809392
H3K27ac_TDH_some/samples/ips/MS033101/problems/chr1:149509645-205922707,6.93451787,9.338731342
H3K27ac_TDH_some/samples/ips/MS033101/problems/chr1:30028082-91800000,7.375614744,9.950153568
H3K27ac_TDH_some/samples/ips/MS033101/problems/chr3:60000-66170270,7.653015252,8.453378217
H3K27ac_TDH_some/samples/ips/MS033101/problems/chr3:93504854-194041961,9.271005499,10.03539182
H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr1:13607162-16800000,13.10507293,13.39690699
H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr1:149509645-205922707,10.17956469,12.44549691
H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr1:30028082-91800000,10.40769484,11.46582719
H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr3:60000-66170270,9.306164578,10.39880925
H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr3:93504854-194041961,11.54000051,12.98898341
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr1:13607162-16800000,11.3486676,Inf
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr1:149509645-205922707,8.037564119,8.989287589
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr1:30028082-91800000,13.67966163,Inf
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr3:60000-66170270,7.235363494,7.763002459
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr3:93504854-194041961,8.64603236,9.297341812
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr1:13607162-16800000,8.125561725,9.337417596
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr1:149509645-205922707,7.815866553,8.172552932
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr1:30028082-91800000,10.67700228,11.20562656
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr3:60000-66170270,9.000468722,10.01845365
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr3:93504854-194041961,9.937480418,10.23846643
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr1:13607162-16800000,10.0671785,Inf
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr1:149509645-205922707,7.645074877,9.313614816
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr1:30028082-91800000,9.448451603,10.78215763
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr3:60000-66170270,9.138888198,10.03103856
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr3:93504854-194041961,9.749797043,10.55990381
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr1:13607162-16800000,13.55740945,Inf
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr1:149509645-205922707,7.900010343,9.84045694
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr1:30028082-91800000,8.322828298,8.787020399
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr3:60000-66170270,8.567814706,10.25440979
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr3:93504854-194041961,8.421175529,11.50492587
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr1:13607162-16800000,8.347280348,11.76595069
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr1:149509645-205922707,7.875056145,10.77056739
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr1:30028082-91800000,8.818724825,11.21160168
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr3:60000-66170270,9.134214889,10.51159678
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr3:93504854-194041961,8.845417591,11.46097539
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr1:13607162-16800000,7.792465775,10.99467508
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr1:149509645-205922707,7.601306686,9.883335582
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr1:30028082-91800000,8.159536077,10.63697601
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr3:60000-66170270,6.964895597,7.650867791
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr3:93504854-194041961,8.802101223,8.897361577
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr1:206482221-223747846,5.499903512,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr1:30028082-91800000,8.583899385,9.478353721
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr10:51448845-125869472,7.55228922,9.460694538
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr10:60000-17974675,7.233517052,8.214806936
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr11:55100000-69089801,7.756650628,8.202392146
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr11:60000-580000,6.337458465,9.389283288
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr3:60000-66170270,5.697137168,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr4:10000-1423146,6.872269585,9.718795241
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr4:75452279-190000000,6.691027737,7.77158193
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr5:49600000-91636128,6.447334087,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr6:160530000-167942073,7.597232417,8.871547631
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S000X1_NCMLS/problems/chr8:87000000-142766515,5.884146991,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr1:206482221-223747846,5.984343008,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr1:30028082-91800000,7.90643086,8.106547657
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr10:51448845-125869472,7.258379918,8.708855594
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr10:60000-17974675,7.637125329,8.751960019
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr11:55100000-69089801,8.015936827,9.432458175
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr11:60000-580000,6.663139027,10.00321738
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr3:60000-66170270,5.780741731,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr4:10000-1423146,6.957350353,10.05474138
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr4:75452279-190000000,7.071363508,8.481716445
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr5:49600000-91636128,5.886607066,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr6:160530000-167942073,9.002208727,10.00494147
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0010Q_NCMLS/problems/chr8:87000000-142766515,5.998588572,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr1:206482221-223747846,6.031290006,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr1:30028082-91800000,8.306554368,9.458510269
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr10:51448845-125869472,6.572559,8.359100211
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr10:60000-17974675,6.806135394,7.844057588
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr11:55100000-69089801,6.11121525,7.068801127
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr11:60000-580000,6.818674797,6.987935863
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr3:60000-66170270,5.887058532,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr4:10000-1423146,6.589506562,8.887845203
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr4:75452279-190000000,7.060376175,7.589222235
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr5:49600000-91636128,6.591100621,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr6:160530000-167942073,7.536819911,9.083037412
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0012M_NCMLS/problems/chr8:87000000-142766515,5.656194963,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr1:206482221-223747846,6.658873483,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr1:30028082-91800000,8.425796605,8.517602125
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr10:51448845-125869472,8.107000775,9.100519848
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr10:60000-17974675,7.649219313,8.703144453
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr11:55100000-69089801,6.77081653,7.825233188
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr11:60000-580000,7.795659251,11.08049685
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr3:60000-66170270,5.999643948,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr4:10000-1423146,7.219260655,10.0679751
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr4:75452279-190000000,7.302445177,8.682280232
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr5:49600000-91636128,6.137529131,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr6:160530000-167942073,8.201579864,9.689964321
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001C2_NCMLS/problems/chr8:87000000-142766515,5.741903814,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr1:206482221-223747846,5.522891331,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr1:30028082-91800000,7.581869546,7.603999447
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr10:51448845-125869472,7.059762776,8.944090598
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr10:60000-17974675,7.413307844,7.9133204
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr11:55100000-69089801,7.332699585,8.427340872
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr11:60000-580000,6.833947141,9.967838553
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr3:60000-66170270,5.938701108,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr4:10000-1423146,6.384973282,9.045724874
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr4:75452279-190000000,6.812451456,7.88675957
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr5:49600000-91636128,5.933719082,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr6:160530000-167942073,7.701358263,8.084698926
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001GV_NCMLS/problems/chr8:87000000-142766515,6.051731544,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr1:206482221-223747846,6.051538799,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr1:30028082-91800000,7.373108239,8.159344414
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr10:51448845-125869472,7.646341771,8.50044896
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr10:60000-17974675,6.966963429,8.504572797
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr11:55100000-69089801,6.722568229,8.499241631
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr11:60000-580000,7.598865004,10.95674714
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr3:60000-66170270,5.731204812,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr4:10000-1423146,6.584581695,9.433233934
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr4:75452279-190000000,6.487434949,7.948085225
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr5:49600000-91636128,5.89433333,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr6:160530000-167942073,8.165352409,9.062704469
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001KN_NCMLS/problems/chr8:87000000-142766515,5.614560001,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr1:206482221-223747846,6.082907287,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr1:30028082-91800000,8.970368107,9.683096987
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr10:51448845-125869472,6.87228705,8.558576448
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr10:60000-17974675,7.452943793,8.497466986
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr11:55100000-69089801,6.766959406,8.078868656
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr11:60000-580000,6.946585646,6.948047932
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr3:60000-66170270,5.575552619,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr4:10000-1423146,6.917251024,9.406930642
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr4:75452279-190000000,6.789017768,8.237254206
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr5:49600000-91636128,5.912046228,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr6:160530000-167942073,8.020527528,9.151735079
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001NH_NCMLS/problems/chr8:87000000-142766515,5.728689175,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr1:206482221-223747846,6.417880583,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr1:30028082-91800000,9.037201379,9.964325655
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr10:51448845-125869472,7.019396488,8.961593463
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr10:60000-17974675,7.414148545,8.795149295
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr11:55100000-69089801,6.930448345,8.310679222
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr11:60000-580000,7.080817473,10.70367382
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr3:60000-66170270,5.929502507,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr4:10000-1423146,6.68895003,9.84956309
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr4:75452279-190000000,6.685138657,8.745527446
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr5:49600000-91636128,6.270839582,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr6:160530000-167942073,8.459176053,9.390474223
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001T5_NCMLS/problems/chr8:87000000-142766515,6.342309886,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr1:206482221-223747846,5.584281619,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr1:30028082-91800000,8.921832315,9.787025417
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr10:51448845-125869472,8.354533004,9.547222496
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr10:60000-17974675,8.378324883,9.80421146
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr11:55100000-69089801,8.227189066,9.703453875
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr11:60000-580000,8.168634172,10.85272175
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr3:60000-66170270,6.101079752,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr4:10000-1423146,7.645769351,10.57524543
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr4:75452279-190000000,7.781853317,9.200752258
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr5:49600000-91636128,6.165513625,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr6:160530000-167942073,9.763577394,10.23066237
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S001YW_NCMLS/problems/chr8:87000000-142766515,6.202748999,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0020M_NCMLS/problems/chr1:206482221-223747846,5.993339554,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0020M_NCMLS/problems/chr1:30028082-91800000,7.61799291,8.399289737
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0020M_NCMLS/problems/chr10:51448845-125869472,7.333016162,8.69035761
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0020M_NCMLS/problems/chr10:60000-17974675,6.570375281,8.510408746
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S0020M_NCMLS/problems/chr11:55100000-69089801,6.927203422,7.706995091
