sequenceID,max_diff,mean,autocorr,count,abs_skewness,variance,sum_diff,std_deviation,unique_count,kurtosis,mean_diff,iqr,max_value,range_value,percentile_75,percentile_50,median,percentile_25,min_value,min_diff
H3K4me1_TDH_BP/samples/myeloid/ERS365962/problems/chr2:16329724-21153113,54,15.010637513983507,0.9969048338664652,447849,2.513394290545506,172.3000817750702,450764,13.126312573417952,167,11.435862767586876,1.0065111377074365,14.0,166,166,20.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365962/problems/chr3:60000-66170270,121,17.734284955074894,0.99811004470204,6634709,2.6471817260806723,298.1861485993237,6712442,17.268067309323406,233,10.633674933852568,1.011716265433234,15.0,232,232,22.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365962/problems/chr4:75452279-190000000,70,13.754966343794347,0.996054952061762,9733569,2.5328368295380166,141.67767999468637,9825576,11.9028433575632,274,13.83340330477894,1.0094526488128506,12.0,286,286,18.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365962/problems/chr5:91686128-138787073,58,14.865965372218191,0.9969572977225014,4201944,2.8336412190385625,183.93484608396128,4243890,13.562258148404393,256,15.709834214455803,1.0099827627361913,13.0,256,256,19.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365963/problems/chr1:149509645-205922707,115,17.850358427841208,0.9983202770102276,5483670,25.476175917951785,354.76603139330194,5565346,18.835233775913213,642,1757.549146050454,1.014894589735449,17.0,1603,1603,24.0,14.0,14.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365963/problems/chr2:162200000-234003741,66,15.81005918203029,0.9967625899491526,6465814,3.1752129156368043,174.30471793694565,6534487,13.202451209413564,408,56.35768720234656,1.010621092815397,15.0,612,612,22.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365963/problems/chr2:16329724-21153113,50,15.960299180337024,0.9966067588507542,447623,1.6527557828206754,161.49452435807314,451282,12.70804958906256,116,4.40268989867722,1.0081765418142987,15.0,115,115,22.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365963/problems/chr3:60000-66170270,66,17.449127563214915,0.9974015098009988,6469122,2.0182463612036226,217.01699092721609,6545206,14.731496561015655,179,6.917060721970399,1.0117612578277635,16.0,178,178,23.0,14.0,14.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365963/problems/chr4:75452279-190000000,66,14.60648851886834,0.9957982697679244,9569919,2.1663199598420784,135.58722688645702,9672203,11.64419283962856,357,20.02301008792948,1.0106881793553508,14.0,375,375,20.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365963/problems/chr5:91686128-138787073,50,15.356885950294371,0.9963007213209925,4116556,1.810256477206422,154.17317175281943,4161212,12.41664897437386,158,6.103440448364001,1.0108481485125305,15.0,157,157,21.0,13.0,13.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365965/problems/chr1:149509645-205922707,160,21.567325542796016,0.9990806286693036,4331922,6.867847000473035,634.0465934226811,4373596,25.18028183763401,684,189.9759958733063,1.0096204432167624,19.0,1179,1179,26.0,14.0,14.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365965/problems/chr2:162200000-234003741,99,17.249352174697517,0.9984688396905672,4916063,3.1152049145290683,347.85025484301946,4942020,18.65074408282467,358,15.611479231754975,1.0052802426006833,15.0,385,385,21.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365965/problems/chr2:16329724-21153113,37,16.31437485526884,0.9981682425538478,319558,2.800506468412414,285.5854980556419,320722,16.899275074855783,184,11.36792989356147,1.0036456719771434,14.0,183,183,20.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365965/problems/chr3:60000-66170270,106,20.772734396498524,0.9990053285554448,4913128,2.6439850571743806,540.6393441481914,4946956,23.2516525036005,254,9.146117358557598,1.006885431620229,17.0,253,253,24.0,14.0,14.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365965/problems/chr4:75452279-190000000,92,14.937929633832772,0.9977227255037596,7178933,3.268707496594568,236.80540694653425,7221226,15.38848293193758,271,18.131932603287385,1.0058914055739767,13.0,270,270,19.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365965/problems/chr5:91686128-138787073,71,16.512714771144978,0.9982333401521396,3131240,3.1156123260745696,307.86582688864985,3150884,17.546105747106672,290,15.323182724256682,1.006273874335367,14.0,289,289,20.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365966/problems/chr1:149509645-205922707,113,14.9476712148218,0.997230429869742,3899823,9.09209068903206,198.6285280403296,3925428,14.093563354962065,535,337.31838953086725,1.006565940701909,11.0,785,785,18.0,12.0,12.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365966/problems/chr2:162200000-234003741,45,12.787740260569224,0.995238351355184,4637309,3.1189194840280177,109.1395021912152,4653903,10.446985315927998,299,27.62839308304167,1.0035785848168808,10.0,343,343,16.0,10.0,10.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365966/problems/chr2:16329724-21153113,20,12.529183392093278,0.9944028273653884,311153,2.366790321771259,92.16989471484476,312125,9.60051533589967,107,9.27125801234038,1.0031270890111583,10.0,106,106,16.0,10.0,10.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365966/problems/chr3:60000-66170270,73,14.433152847100866,0.9965845042683956,4535526,2.481873310489436,153.2838546868111,4553731,12.38078570555242,158,8.899692155650245,1.004014088776933,11.0,157,157,18.0,11.0,11.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365966/problems/chr4:75452279-190000000,49,11.57780426569172,0.9933826024082312,6934819,2.801853753273769,79.58773585829847,6968847,8.921195876019004,248,19.57438982747769,1.0049069780922877,9.0,255,255,15.0,10.0,10.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365966/problems/chr5:91686128-138787073,56,12.43626489407311,0.9946050797601468,2966952,2.609050668076594,98.36359258768069,2982326,9.91784213363374,152,11.91217898242074,1.0051820876044129,10.0,151,151,16.0,10.0,10.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS164475/problems/chr1:149509645-205922707,174,48.99766442848027,0.9998335749618816,2991559,1.6559746323078814,3795.894877113024,3031374,61.61083408876255,430,2.353089482628008,1.0133094528001798,68.0,429,429,74.0,18.0,18.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS164475/problems/chr2:162200000-234003741,139,43.699052413631165,0.9998341969016066,3483693,1.7947407753926403,3239.2543972278645,3510798,56.91444805344127,447,3.1660218934291136,1.0077808256298204,60.0,446,446,65.0,15.0,15.0,5.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS164475/problems/chr2:16329724-21153113,22,22.09638846737481,0.999605509701322,148275,2.565772155300759,1296.8753358018837,148834,36.012155389560945,262,6.913014360394556,1.0037767916155227,16.0,261,261,19.0,7.0,7.0,3.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS164475/problems/chr3:60000-66170270,115,48.38335238757343,0.999861691122059,3434931,1.7249937060663825,3813.4520189176783,3464804,61.75315391878927,462,2.777904619947192,1.008697120465337,67.0,461,461,73.0,17.0,17.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS164475/problems/chr4:75452279-190000000,180,30.47411357496957,0.9997589707136968,4210875,2.448685083047285,2265.7238034881534,4239932,47.59961978302088,469,6.633515306372309,1.0069007051742702,29.0,468,468,33.0,9.0,9.0,4.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS164475/problems/chr5:91686128-138787073,105,39.28793212992509,0.9998401012634548,1972121,2.208807934844302,3342.6642982267017,1989205,57.81577897275709,453,5.255225875826829,1.0086632659270227,46.0,452,452,51.0,11.0,11.0,5.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206539/problems/chr1:149509645-205922707,152,19.321843326251184,0.9990063956134796,3273018,5.616787932547232,552.6541734759694,3291294,23.50859786282392,579,117.1188028251,1.0055841445369822,14.0,893,893,21.0,12.0,12.0,7.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206539/problems/chr2:162200000-234003741,53,17.89866072002521,0.998768607583166,4122439,2.708356930527375,418.0976157550666,4132811,20.44743543222637,264,8.958390599640675,1.002516229473918,14.0,271,271,20.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206539/problems/chr2:16329724-21153113,25,12.591815252416756,0.99691956576915,232750,3.062574459104132,167.14453021721096,233411,12.928438815928663,127,12.430027889636898,1.002844265711131,10.0,126,126,15.0,9.0,9.0,5.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206539/problems/chr3:60000-66170270,30,18.793725893861485,0.9989435325996744,3748008,2.665209963819986,487.69719994778166,3758460,22.08386741374304,215,8.508457587363235,1.002788948900042,14.0,214,214,20.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206539/problems/chr4:75452279-190000000,53,14.185508869230718,0.9978829257046334,6072680,3.590514665285848,246.7479514119782,6095704,15.708212864994485,227,17.88546605706464,1.00379157205576,10.0,226,226,16.0,10.0,10.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206539/problems/chr5:91686128-138787073,65,16.41292320975579,0.9985709074842712,2580458,3.068036440013578,365.5312237282629,2590432,19.11887088005625,199,11.702915104933394,1.003865594350148,12.0,198,198,18.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206601/problems/chr1:149509645-205922707,155,37.32174393612446,0.9997326196673034,3752798,3.829302696035275,2303.029927936908,3859034,47.98989401881304,866,52.28657665378108,1.0283087521120913,38.0,1520,1520,46.0,19.0,19.0,8.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206601/problems/chr2:162200000-234003741,87,31.545812986295346,0.9996443450817928,4401132,2.478632781948349,1557.8533849412793,4486574,39.469651441851866,502,7.928113252050809,1.019413873388454,31.0,507,507,38.0,17.0,17.0,7.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206601/problems/chr2:16329724-21153113,38,19.60365769674432,0.9991021541116164,232332,3.1397497748628256,592.5950820880864,234398,24.34327591118513,224,12.955167800467994,1.008896789494299,17.0,223,223,23.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206601/problems/chr3:60000-66170270,93,35.79815346691136,0.9997174275277928,4397430,2.2621152263932567,1984.2018928797395,4499935,44.54438115946544,437,5.952722110830659,1.0233104388950909,36.0,436,436,44.0,18.0,18.0,8.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206601/problems/chr4:75452279-190000000,92,23.04712383036168,0.9993696257887,5841015,3.136455660773601,888.0102954912068,5924210,29.7995015980336,407,13.614867515258258,1.0142434173244577,20.0,406,406,26.0,14.0,14.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS206601/problems/chr5:91686128-138787073,129,28.792975047601345,0.9996326605390048,2603918,3.0036941451985784,1553.5079183817454,2653786,39.41456480010588,507,12.09293389240652,1.019151532095685,24.0,514,514,31.0,15.0,15.0,7.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS358697/problems/chr1:149509645-205922707,137,23.122507119264142,0.9994319588980932,3514057,4.870185258119606,985.1842579823472,3538181,31.387644989427724,679,91.68848747278614,1.006865286153664,18.0,1171,1171,24.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS358697/problems/chr2:162200000-234003741,111,19.68716138349481,0.9991919642667538,4264042,2.700163397404794,646.5212068121378,4279059,25.42678129083856,365,9.083224906588615,1.0035220111626506,14.0,390,390,20.0,10.0,10.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS358697/problems/chr2:16329724-21153113,32,12.82981338837705,0.9980909050432376,238356,3.3922028753586626,270.24669561538,239116,16.439181719762693,166,13.687081347895964,1.0031927167460302,8.0,165,165,13.0,8.0,8.0,5.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS358697/problems/chr3:60000-66170270,90,22.45682834941448,0.9993864966587652,4085841,2.4945324059130525,854.2150502417057,4101506,29.22695759468826,318,7.0836511312220765,1.0038342176884067,18.0,317,317,24.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS358697/problems/chr4:75452279-190000000,90,14.20659713160796,0.998426630524802,5996879,3.4961295802997507,336.67541215404884,6024291,18.348716907567376,300,15.903990801702054,1.004571211887252,10.0,299,299,15.0,9.0,9.0,5.0,0,1
H3K4me1_TDH_BP/samples/tcell/ERS358697/problems/chr5:91686128-138787073,66,17.556338166057696,0.999101361699594,2604673,3.174417288416933,584.9366469597783,2616402,24.185463546514427,249,12.236155711852048,1.0045034461152882,12.0,248,248,17.0,9.0,9.0,5.0,0,1
